callsign,flight_number,date,aircraft_type_icao,origin_iata,destination_iata,origin_latitude_deg,origin_longitude_deg,destination_latitude_deg,destination_longitude_deg,origin_country,destination_country,duration_hours,total_distance_km,great_circle_distance_km,great_circle_ratio,LTO_CO2_kg,CCD_CO2_kg,Total_CO2_kg
VLG5FY,,,A321,BCN,ORY,41.2971,2.07846,48.72333,2.37944,ES,FR,1.23,936.79,826.1261861437757,0.8818691341109275,689.1,10769.72,11458.82
VLG6367,VY6367,2021-07-06,A20N,SCQ,SVQ,42.896301,-8.41514,37.417999,-5.89311,ES,ES,1.04,711.14,645.7015760990173,0.9079809546629599,685.35,6240.51,6925.86
VLG4JD,VY1919,2021-07-06,A320,CPH,ALC,55.617900848389,12.656000137329,38.2822,-0.558156,DK,ES,3.44,2246.8,2164.6179945746526,0.9634226431256242,806.3,20923.91,21730.21
VLG2Q,,,A320,AGP,ACE,36.6749,-4.49911,28.945499,-13.6052,ES,ES,1.78,1261.47,1208.349140118145,0.9578897160599499,806.3,12209.17,13015.47
VLG383K,VY1678,2021-07-06,A320,SCQ,BCN,42.896301,-8.41514,41.2971,2.07846,ES,ES,1.21,951.21,883.2840940369294,0.9285900001439529,806.3,9465.07,10271.37
VLG3E,VY3047,2021-07-06,A20N,LPA,SVQ,27.9319,-15.3866,37.417999,-5.89311,ES,ES,1.88,1445.74,1377.5875868198211,0.9528598412023055,685.35,11763.1,12448.45
VLG77XM,,,A320,IBZ,MAD,38.872898,1.37312,40.471926,-3.56264,ES,ES,0.81,470.29,458.2622084769625,0.9744247346891545,806.3,5211.58,6017.88
VLG98AM,VY6612,2021-07-06,A319,BCN,BRI,41.2971,2.07846,41.138901,16.760599,ES,IT,1.61,1254.23,1226.7443401114233,0.9780856303161488,725.0,10971.39,11696.39
VLG7JD,,,A321,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.57,315.3,276.1640126138499,0.8758769826002216,689.1,4427.3,5116.4
VLG6865,VY6865,2021-07-06,A319,CTA,FLR,37.466801,15.0664,43.808558,11.202822,IT,IT,1.16,824.24,776.7391101558856,0.9423700744393448,725.0,7534.03,8259.03
VLG258T,,,A321,BCN,GRX,41.2971,2.07846,37.188702,-3.77736,ES,ES,1.24,760.13,680.1614947055176,0.8947962778807804,689.1,8966.87,9655.97
VLG906T,,,A20N,NTE,BCN,47.153198,-1.61073,41.2971,2.07846,FR,ES,1.23,787.36,714.2608931296247,0.9071592322820878,685.35,6813.52,7498.87
VLG53BQ,VY2978,2021-07-06,A320,PMI,NTE,39.551701,2.73881,47.153198,-1.61073,ES,FR,1.36,975.1,915.1440723833915,0.9385130472601697,806.3,9676.37,10482.67
VLG1269,VY1269,2021-07-06,A20N,HEL,BCN,60.318363,24.963341,41.2971,2.07846,FI,ES,3.99,2699.88,2628.1493870975332,0.9734319255291098,685.35,21191.5,21876.86
VLG52DC,,,A320,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.55,271.89,241.05794119782644,0.8866009827423827,806.3,3456.83,4263.13
VLG1QX,,,A321,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.55,307.92,276.1640126138499,0.896869357670336,689.1,4351.98,5041.08
VLG18XH,,,A321,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.45,227.17,201.97414078485818,0.8890880872688215,689.1,3527.91,4217.01
VLG3285,VY3285,2021-07-06,A320,FUE,BIO,28.4527,-13.8638,43.301102,-2.91061,ES,ES,2.36,1953.52,1900.478373295478,0.9728481783117029,806.3,18330.0,19136.3
VLG36XT,VY3118,2021-07-06,A20N,ALC,TFN,38.2822,-0.558156,28.482752,-16.341707,ES,ES,2.56,1870.8,1823.4676179060743,0.974699389515755,685.35,14958.63,15643.98
VLG7CB,VY3547,,A321,ORY,BCN,48.72333,2.37944,41.2971,2.07846,FR,ES,1.44,906.3,826.1261861437757,0.9115372240359437,689.1,10458.56,11147.66
VLG7621,VY7621,2021-07-06,A320,BEY,BCN,33.819833,35.487443,41.2971,2.07846,LB,ES,4.28,3192.72,3039.338750223848,0.9519590663208324,806.3,29290.1,30096.4
VLG81JG,,,A20N,BCN,TFN,41.2971,2.07846,28.482752,-16.341707,ES,ES,3.03,2246.53,2194.5818224297977,0.9768762591328839,685.35,17783.3,18468.65
VLG23WJ,,,A320,STR,BCN,48.689899,9.22196,41.2971,2.07846,DE,ES,1.99,1137.18,994.691813296909,0.8747004109260705,806.3,11109.88,11916.18
VLG3150,VY3150,2021-07-06,A320,AGP,PMI,36.6749,-4.49911,39.551701,2.73881,ES,ES,1.03,758.02,709.1506965865061,0.9355303245118943,806.3,7756.4,8562.7
VLG7PZ,,,A320,BCN,LCG,41.2971,2.07846,43.302101,-8.37726,ES,ES,1.48,943.94,887.7084148378394,0.9404288565352028,806.3,9400.77,10207.07
VLG8XM,,,A321,LPA,BCN,27.9319,-15.3866,41.2971,2.07846,ES,ES,2.68,2198.28,2174.573030508505,0.9892156733939738,689.1,23643.46,24332.56
VLG9QU,,,A321,,BCN,,,41.2971,2.07846,,ES,2.75,2305.71,2177.559715990362,0.9444204674440245,689.1,24739.8,25428.9
VLG3947,VY3947,2021-07-06,A320,PMI,BIO,39.551701,2.73881,43.301102,-2.91061,ES,ES,1.0,638.69,614.3583907037431,0.9619038824840581,806.3,6700.99,7507.29
VLG7889,VY7889,2021-07-06,A320,DSS,BCN,14.670878,-17.072829,41.2971,2.07846,SN,ES,4.46,3640.87,3489.629737743716,0.9584604058216074,806.3,33253.76,34060.06
VLG5ND,,,A320,AGP,ORY,36.6749,-4.49911,48.72333,2.37944,ES,FR,1.75,1443.97,1375.9867202816904,0.9529191882668548,806.3,13823.29,14629.59
VLG239V,VY2223,2021-07-06,A20N,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.26,915.57,809.3073341596748,0.8839382397410082,685.35,7777.38,8462.73
VLG3276,VY3276,2021-07-06,A20N,AGP,TFN,36.6749,-4.49911,28.482752,-16.341707,ES,ES,1.98,1486.01,1433.6109262243474,0.9647384110634164,685.35,12065.84,12751.2
VLG937U,,,A320,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.39,212.93,201.97414078485818,0.9485471318501769,806.3,2935.36,3741.66
VLG1982,VY1982,2021-07-06,A20N,LIS,ORY,38.7813,-9.13592,48.72333,2.37944,PT,FR,1.79,1550.32,1438.1632218986754,0.9276557239142084,685.35,12549.31,13234.67
VLG105P,,,A321,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.5,259.68,241.05794119782644,0.9282884365289065,689.1,3859.68,4548.78
VLG3993,VY3993,2021-07-06,A20N,MAH,SCQ,39.862598,4.21865,42.896301,-8.41514,ES,ES,1.77,1219.34,1105.518339080198,0.9066530574574755,685.35,10061.07,10746.42
VLG6371,VY6371,2021-07-06,A320,LMP,FCO,35.497898,12.6181,41.804532,12.251998,IT,IT,1.11,745.48,702.0090893267471,0.9416873548944936,806.3,7645.49,8451.79
VLG833W,,,A320,ORY,IBZ,48.72333,2.37944,38.872898,1.37312,FR,ES,1.77,1188.46,1098.304044827343,0.9241405220431003,806.3,11563.43,12369.73
VLG3807,VY3807,2021-07-06,A320,MAH,BIO,39.862598,4.21865,43.301102,-2.91061,ES,ES,1.21,797.56,705.1854857633607,0.8841786019401183,806.3,8106.12,8912.42
VLG7712,VY7712,2021-07-06,A320,BCN,TUN,41.2971,2.07846,36.851002,10.2272,ES,TN,1.34,1000.94,859.1944475706897,0.8583875632612241,806.3,9904.91,10711.21
VLG76KK,VY3270,2021-07-06,A20N,BIO,LPA,43.301102,-2.91061,27.9319,-15.3866,ES,ES,2.92,2095.05,2042.4423460937285,0.974889547310913,685.35,16644.5,17329.85
VLG8516,VY8516,2021-07-06,A320,RAK,AGP,31.604807,-8.035788,36.6749,-4.49911,MA,ES,1.01,708.66,650.6920880595829,0.9182006717743106,806.3,7319.84,8126.14
VLG31EA,VY3757,,A321,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.6,317.32,276.1640126138499,0.8703013129139351,689.1,4447.91,5137.01
VLG680W,,,A320,BIO,BCN,43.301102,-2.91061,41.2971,2.07846,ES,ES,0.83,519.51,466.82765753085545,0.8985922456369568,806.3,5646.9,6453.2
VLG804E,,,A20N,MAD,MAH,40.471926,-3.56264,39.862598,4.21865,ES,ES,1.01,762.55,664.4521407410277,0.8713555055288542,685.35,6627.0,7312.35
VLG6J,,,A320,BRU,ALC,50.901402,4.48444,38.2822,-0.558156,BE,ES,2.32,1524.34,1458.0652086501043,0.9565223038496034,806.3,14534.12,15340.42
VLG9JY,,,A320,BCN,LPA,41.2971,2.07846,27.9319,-15.3866,ES,ES,3.09,2265.06,2174.573030508505,0.9600509613469422,806.3,21085.41,21891.71
VLG361Z,,,A321,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.5,289.26,270.62982422679795,0.9355936673815873,689.1,4161.55,4850.65
VLG61VB,,,A320,SVQ,BIO,37.417999,-5.89311,43.301102,-2.91061,ES,ES,0.98,727.25,701.1793550512668,0.9641517429374586,806.3,7484.26,8290.56
VLG8LV,,,A20N,LGW,BIO,51.148744,-0.185739,43.301102,-2.91061,GB,ES,1.34,938.97,887.2805496861351,0.9449509033154788,685.35,7953.29,8638.65
VLG903D,,,A320,BCN,AGP,41.2971,2.07846,36.6749,-4.49911,ES,ES,1.32,833.62,765.9939217775354,0.9188766125783155,806.3,8425.05,9231.35
VLG8MM,,,A320,BCN,ORY,41.2971,2.07846,48.72333,2.37944,ES,FR,1.32,949.0,826.1261861437757,0.8705228515740524,806.3,9445.53,10251.83
VLG78MX,VY3417,2021-07-06,A320,MAD,IBZ,40.471926,-3.56264,38.872898,1.37312,ES,ES,0.95,530.33,458.2622084769625,0.8641076470819348,806.3,5742.6,6548.9
VLG9JJ,,,A320,LGW,BCN,51.148744,-0.185739,41.2971,2.07846,GB,ES,1.77,1149.86,1109.093782491985,0.9645467991685814,806.3,11222.03,12028.33
VLG9G,,,A20N,ACE,SVQ,28.945499,-13.6052,37.417999,-5.89311,ES,ES,1.57,1230.83,1183.3781721432297,0.9614472934062622,685.35,10147.45,10832.8
VLG2593,VY2593,2021-07-06,A320,JTR,BCN,36.400045,25.478638,41.2971,2.07846,GR,ES,2.88,2116.4,2091.3275217724567,0.988153242190728,806.3,19770.59,20576.89
VLG64NN,,,A321,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.44,223.23,201.97414078485818,0.904780454172191,689.1,3487.7,4176.8
VLG4GX,,,A320,ORY,ALC,48.72333,2.37944,38.2822,-0.558156,FR,ES,1.93,1224.48,1184.7269540934649,0.9675347527876853,806.3,11882.01,12688.31
VLG76UJ,VY8463,2021-07-06,A321,LIS,BCN,38.7813,-9.13592,41.2971,2.07846,PT,ES,1.26,1021.38,994.0360676965066,0.9732284435729176,689.1,11632.97,12322.07
VLG7HC,,,A320,BCN,SCQ,41.2971,2.07846,42.896301,-8.41514,ES,ES,1.44,941.92,883.2840940369294,0.937748528576662,806.3,9382.91,10189.21
VLG18QZ,VY2015,2021-07-06,A321,GRX,BCN,37.188702,-3.77736,41.2971,2.07846,ES,ES,0.97,705.51,680.1614947055176,0.9640706647751522,689.1,8409.46,9098.56
VLG7721,VY7721,2021-07-06,A320,DBV,BCN,42.562247,18.265543,41.2971,2.07846,HR,ES,1.99,1404.01,1344.6358145172949,0.9577109953043745,806.3,13469.86,14276.16
VLG50RV,,,A321,ORY,BCN,48.72333,2.37944,41.2971,2.07846,FR,ES,1.42,885.64,826.1261861437757,0.9328013483399301,689.1,10247.72,10936.82
VLG2979,VY2979,2021-07-06,A320,NTE,PMI,47.153198,-1.61073,39.551701,2.73881,FR,ES,1.36,941.77,915.1440723833915,0.9717277810754128,806.3,9381.58,10187.88
VLG55WF,,,A321,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.54,262.09,241.05794119782644,0.9197525323279273,689.1,3884.28,4573.38
VLG95YB,,,A320,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.47,236.33,201.97414078485818,0.8546276003252155,806.3,3142.32,3948.62
VLG5H,VY3726,2021-07-06,A20N,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.44,254.29,241.05794119782644,0.9479646906989124,685.35,2805.99,3491.35
VLG7CJ,,,A320,PMI,AGP,39.551701,2.73881,36.6749,-4.49911,ES,ES,1.13,722.68,709.1506965865061,0.9812789845941581,806.3,7443.84,8250.14
VLG1B,VY3046,2021-07-06,A20N,SVQ,LPA,37.417999,-5.89311,27.9319,-15.3866,ES,ES,1.95,1411.95,1377.5875868198211,0.9756631515420667,685.35,11509.07,12194.43
VLG25XF,,,A319,MAN,BCN,53.349375,-2.279521,41.2971,2.07846,GB,ES,2.12,1442.91,1379.2057955195407,0.9558501885214883,725.0,12479.71,13204.71
VLG15UC,VY3946,2021-07-06,A320,BIO,PMI,43.301102,-2.91061,39.551701,2.73881,ES,ES,1.0,701.52,628.7777466980907,0.896307655801817,806.3,7256.69,8062.99
VLG4RW,,,A321,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.56,297.16,276.1640126138499,0.929344503344494,689.1,4242.17,4931.27
VLG6613,VY6613,2021-07-06,A319,BRI,BCN,41.138901,16.760599,41.2971,2.07846,IT,ES,1.85,1252.92,1226.7443401114233,0.9791082751583686,725.0,10960.92,11685.92
VLG40NT,,,A320,LCG,BCN,43.302101,-8.37726,41.2971,2.07846,ES,ES,1.2,909.92,887.7084148378394,0.9755895186805867,806.3,9099.88,9906.18
VLG1434,VY1434,2021-07-06,A320,BCN,BIO,41.2971,2.07846,43.301102,-2.91061,ES,ES,0.86,478.65,477.1828805634334,0.996934880525297,806.3,5285.52,6091.82
VLG96QN,,,A320,ACE,AGP,28.945499,-13.6052,36.6749,-4.49911,ES,ES,1.66,1238.91,1208.349140118145,0.975332461694671,806.3,12009.63,12815.93
VLG70NF,,,A20N,BCN,SVQ,41.2971,2.07846,37.417999,-5.89311,ES,ES,1.44,852.64,809.3073341596748,0.9491782395379936,685.35,7304.28,7989.64
VLG5NK,,,A20N,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.55,251.91,241.05794119782644,0.9569208891978344,685.35,2788.1,3473.45
VLG33WE,,,A321,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.46,223.76,201.97414078485818,0.9026373828425911,689.1,3493.11,4182.21
VLG7713,VY7713,2021-07-06,A320,TUN,BCN,36.851002,10.2272,41.2971,2.07846,TN,ES,1.46,960.78,859.1944475706897,0.8942676237751511,806.3,9549.71,10356.01
VLG62SW,VY2118,2021-07-06,A320,AGP,BCN,36.6749,-4.49911,41.2971,2.07846,ES,ES,1.18,795.72,765.9939217775354,0.9626425398099022,806.3,8089.84,8896.14
VLG7MZ,VY3726,2021-07-06,A20N,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.54,256.66,241.05794119782644,0.9392111789831934,685.35,2823.81,3509.16
VLG5F,,,A320,FCO,HER,41.804532,12.251998,35.339699,25.1803,IT,GR,2.03,1440.71,1331.949404910913,0.924509030207962,806.3,13794.45,14600.75
VLG744U,,,A320,ORY,OPO,48.72333,2.37944,41.2481002808,-8.68138980865,FR,PT,1.98,1282.74,1200.9393752707913,0.9362297700787309,806.3,12397.29,13203.59
VLG7NV,,,A320,ALC,AMS,38.2822,-0.558156,52.308601,4.76389,ES,NL,2.27,1704.58,1613.210101726537,0.9463974126920045,806.3,16128.25,16934.55
VLG6367,VY6367,2021-07-03,A20N,SCQ,SVQ,42.896301,-8.41514,37.417999,-5.89311,ES,ES,1.09,729.94,645.7015760990173,0.8845954134572941,685.35,6381.84,7067.2
VLG38RP,,,A321,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.44,229.16,201.97414078485818,0.8813673450203272,689.1,3548.22,4237.32
VLG4AM,,,A321,BCN,ORY,41.2971,2.07846,48.72333,2.37944,ES,FR,1.34,935.55,826.1261861437757,0.8830379842272201,689.1,10757.06,11446.16
VLG3068,VY3068,2021-07-03,A320,AGP,LPA,36.6749,-4.49911,27.9319,-15.3866,ES,ES,2.07,1491.38,1409.5966789996837,0.9451626540517397,806.3,14242.6,15048.9
VLG667W,,,A20N,SVQ,ORY,37.417999,-5.89311,48.72333,2.37944,ES,FR,1.91,1495.03,1423.481167604048,0.9521422095904752,685.35,12133.65,12819.01
VLG2486,VY2486,2021-07-03,A319,BCN,EAS,41.2971,2.07846,43.356499,-1.79061,ES,ES,0.82,467.94,391.87024094550543,0.8374369383799322,725.0,4685.74,5410.74
VLG1502,VY1502,2021-07-03,A319,FLR,ORY,43.808558,11.202822,48.72333,2.37944,IT,FR,1.36,884.63,870.1231310287112,0.9836012016647765,725.0,8016.79,8741.79
VLG64KJ,VY1674,2021-07-03,A320,SCQ,BCN,42.896301,-8.41514,41.2971,2.07846,ES,ES,1.25,935.6,883.2840940369294,0.9440830419377185,806.3,9327.01,10133.31
VLG87E,,,A320,PMI,ORY,39.551701,2.73881,48.72333,2.37944,ES,FR,1.62,1191.15,1020.275488157988,0.8565466046744641,806.3,11587.22,12393.52
VLG3V,,,A319,BCN,FLR,41.2971,2.07846,43.808558,11.202822,ES,IT,1.28,864.51,797.5793667637148,0.9225796887991057,725.0,7855.95,8580.95
VLG13LV,,,A320,BCN,ALC,41.2971,2.07846,38.2822,-0.558156,ES,ES,0.78,468.93,403.86762427607465,0.8612535437614882,806.3,5199.55,6005.85
VLG32DW,,,A20N,BCN,PMO,41.2971,2.07846,38.175999,13.091,ES,IT,1.35,1042.64,1002.7208032703703,0.9617133461888765,685.35,8732.67,9418.02
VLG76AQ,,,A20N,VLC,ORY,39.4893,-0.481625,48.72333,2.37944,ES,FR,1.55,1136.18,1051.7121080119514,0.9256562410990787,685.35,9435.88,10121.24
VLG979D,,,A320,AGP,TFN,36.6749,-4.49911,28.482752,-16.341707,ES,ES,2.04,1509.46,1432.4267247450548,0.9489663354743119,806.3,14402.51,15208.81
VLG4VF,,,A320,ALC,PMI,38.2822,-0.558156,39.551701,2.73881,ES,ES,0.64,390.45,318.2411043285507,0.815062375025101,806.3,4505.43,5311.73
VLG3196,VY3196,2021-07-03,A20N,ORY,FUE,48.72333,2.37944,28.4527,-13.8638,FR,ES,3.82,2749.01,2647.2518146574657,0.9629836976429571,685.35,21560.85,22246.21
VLG45GN,VY8365,,A20N,,AGP,,,36.6749,-4.49911,,ES,0.25,168.73,168.3598192127757,0.9978060760550922,685.35,2162.77,2848.12
VLG3256,VY3256,2021-07-03,A20N,SVQ,TFN,37.417999,-5.89311,28.482752,-16.341707,ES,ES,2.01,1431.34,1387.7611431544856,0.9695538049341775,685.35,11654.84,12340.2
VLG45GN,VY8365,2021-07-03,A20N,AGP,AMS,36.6749,-4.49911,52.308601,4.76389,ES,NL,2.52,1949.64,1883.725013846451,0.9661912013738182,685.35,15551.33,16236.69
VLG3302,VY3302,2021-07-03,A320,IBZ,FCO,38.872898,1.37312,41.804532,12.251998,ES,IT,1.36,1016.98,977.1672518804288,0.9608519851722047,806.3,10046.78,10853.08
VLG77AW,VY3940,2021-07-03,A320,PMI,SVQ,39.551701,2.73881,37.417999,-5.89311,ES,ES,1.26,809.33,787.5419591764767,0.973078916111446,806.3,8210.22,9016.52
VLG2608,VY2608,2021-07-03,A320,AGP,BIO,36.6749,-4.49911,43.301102,-2.91061,ES,ES,1.03,782.2,749.1098254526187,0.9576960182211949,806.3,7970.26,8776.56
VLG68YD,,,A320,IBZ,ORY,38.872898,1.37312,48.72333,2.37944,ES,FR,1.85,1340.24,1098.304044827343,0.8194831111049834,806.3,12905.85,13712.15
VLG7VD,,,A320,BIO,SVQ,43.301102,-2.91061,37.417999,-5.89311,ES,ES,1.13,725.96,701.1793550512668,0.9658649995196248,806.3,7472.85,8279.15
VLG78LT,,,A320,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.61,333.76,276.1640126138499,0.8274329236992146,806.3,4004.04,4810.34
VLG6228,VY6228,2021-07-03,A20N,FCO,LGW,41.804532,12.251998,51.148744,-0.185739,IT,GB,2.11,1469.01,1405.9679452048213,0.9570853467333927,685.35,11938.04,12623.39
VLG83RQ,,,A321,BCN,LPA,41.2971,2.07846,27.9319,-15.3866,ES,ES,3.09,2259.68,2174.573030508505,0.962336716043203,689.1,24270.06,24959.16
VLG8N,,,A320,ALC,MAH,38.2822,-0.558156,39.862598,4.21865,ES,ES,0.67,468.25,448.18374023397746,0.9571462685189054,806.3,5193.54,5999.84
VLG1172,VY1172,2021-07-03,A20N,VLC,FUE,39.4893,-0.481625,28.4527,-13.8638,ES,ES,2.55,1817.98,1736.617209193796,0.9552454973067889,685.35,14561.53,15246.89
VLG73AB,,,A321,BCN,BRU,41.2971,2.07846,50.901402,4.48444,ES,BE,1.66,1254.43,1083.8219191144028,0.8639955351150744,689.1,14011.29,14700.39
VLG40YA,,,A320,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.54,254.34,201.97414078485818,0.7941107996573806,806.3,3301.61,4107.91
VLG54HD,,,A320,BCN,SCQ,41.2971,2.07846,42.896301,-8.41514,ES,ES,1.45,944.16,883.2840940369294,0.9355237396595169,806.3,9402.72,10209.02
VLG21JT,,,A320,BIO,BCN,43.301102,-2.91061,41.2971,2.07846,ES,ES,0.83,501.12,466.82765753085545,0.931568601394587,806.3,5484.25,6290.55
VLG2SH,,,A320,BCN,AMS,41.2971,2.07846,52.308601,4.76389,ES,NL,1.89,1353.8,1241.180855776778,0.9168125688999689,806.3,13025.78,13832.08
VLG77GC,,,A320,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.28,939.28,809.3073341596748,0.8616252173576302,806.3,9359.56,10165.86
VLG140U,,,A321,BCN,MXP,41.2971,2.07846,45.6306,8.72811,ES,IT,1.09,770.28,717.937153811083,0.9320469878629629,689.1,9070.45,9759.55
VLG50Z,,,A320,PMI,VLC,39.551701,2.73881,39.4893,-0.481625,ES,ES,0.52,281.81,276.3164930859434,0.9805063450052994,806.3,3544.57,4350.87
VLG10CX,,,A320,BCN,LCG,41.2971,2.07846,43.302101,-8.37726,ES,ES,1.43,911.15,887.7084148378394,0.9742725290433403,806.3,9110.76,9917.06
VLG788B,,,A321,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.58,317.59,276.1640126138499,0.8695614238919673,689.1,4450.67,5139.77
VLG5MJ,,,A20N,PMI,ACE,39.551701,2.73881,28.945499,-13.6052,ES,ES,2.65,1965.47,1904.6161413852135,0.9690385207534145,685.35,15670.34,16355.69
VLG7830,VY7830,2021-07-03,A321,BCN,LGW,41.2971,2.07846,51.148744,-0.185739,ES,GB,1.65,1236.72,1109.093782491985,0.8968026574260827,689.1,13830.56,14519.66
VLG55WJ,VY1870,2021-07-03,A320,BCN,CPH,41.2971,2.07846,55.617900848389,12.656000137329,ES,DK,2.44,1870.13,1768.6367499072278,0.9457293075386352,806.3,17592.46,18398.76
VLG1E,VY3944,2021-07-03,A320,BIO,PMI,43.301102,-2.91061,39.551701,2.73881,ES,ES,1.07,686.72,628.7777466980907,0.9156246311423735,806.3,7125.79,7932.09
VLG70PT,,,A321,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.44,226.13,201.97414078485818,0.8931771139824799,689.1,3517.3,4206.4
VLG90PY,VY3940,2021-07-03,A321,PMI,,39.551701,2.73881,,,ES,,1.25,975.6,952.1565608793031,0.9759702346036317,689.1,11165.78,11854.88
VLG85LC,,,A320,BCN,MUC,41.2971,2.07846,48.353802,11.7861,ES,DE,1.75,1221.69,1099.9621056531616,0.9003610618513384,806.3,11857.33,12663.63
VLG96XW,VY8538,2021-07-03,A320,BCN,OSL,41.2971,2.07846,60.193901,11.1004,ES,NO,2.81,2266.15,2190.3773101134043,0.9665632504968357,806.3,21095.05,21901.35
VLG793X,,,A321,BCN,TFN,41.2971,2.07846,28.482752,-16.341707,ES,ES,2.92,2225.44,2194.5818224297977,0.9861338982088026,689.1,23920.63,24609.73
VLG1RG,VY6339,,A320,BCN,ATH,41.2971,2.07846,37.936401,23.9445,ES,GR,2.29,1951.73,1904.5761897970913,0.9758399931328059,806.3,18314.17,19120.47
VLG673B,,,A320,ORY,AGP,48.72333,2.37944,36.6749,-4.49911,FR,ES,2.27,1526.84,1451.434494684693,0.9506133548274167,806.3,14556.23,15362.53
VLG7FU,,,A320,BCN,NCE,41.2971,2.07846,43.658401,7.21587,ES,FR,0.9,567.68,496.3143585843382,0.8742854400090513,806.3,6072.94,6879.24
VLG7SR,,,A321,,MAH,,,39.862598,4.21865,,ES,0.38,223.11,211.92254350689493,0.9498567679928955,689.1,3486.48,4175.58
VLG35LA,,,A320,BCN,NAP,41.2971,2.07846,40.886002,14.2908,ES,IT,1.46,1136.04,1023.6451456339067,0.901064351285084,806.3,11099.8,11906.1
VLG6271,VY6271,2021-07-03,A20N,ORY,FCO,48.72333,2.37944,41.804532,12.251998,FR,IT,1.49,1150.71,1088.7051244459017,0.9461159844321346,685.35,9545.12,10230.47
VLG7Z,VY2114,2021-07-03,A320,AGP,BCN,36.6749,-4.49911,41.2971,2.07846,ES,ES,1.24,849.16,765.9939217775354,0.9020607680266799,806.3,8562.49,9368.79
VLG7CA,,,A20N,FCO,PMI,41.804532,12.251998,39.551701,2.73881,IT,ES,1.4,868.9,839.930245688399,0.9666592768884786,685.35,7426.52,8111.87
VLG856Y,,,A20N,BCN,MAD,41.2971,2.07846,40.471926,-3.56264,ES,ES,0.83,492.72,477.2606613758817,0.9686244954048581,685.35,4598.47,5283.82
VLG8Q,,,A320,,FCO,,,41.804532,12.251998,,IT,2.01,1286.68,1252.190618212001,0.9731950587651949,806.3,12432.14,13238.44
VLG3GL,VY3014,2021-07-03,A20N,BCN,FUE,41.2971,2.07846,28.4527,-13.8638,ES,ES,2.83,2080.14,2031.9651804545992,0.9768405878712968,685.35,16532.41,17217.76
VLG3187,VY3187,2021-07-03,A320,ORY,ACE,48.72333,2.37944,28.945499,-13.6052,FR,ES,3.65,2667.43,2586.9877331320936,0.9698427824280651,806.3,24644.17,25450.47
VLG1570,VY1570,2021-07-03,A320,BCN,OVD,41.2971,2.07846,43.563599,-6.03462,ES,ES,1.1,730.08,711.6074806269959,0.9746979517682937,806.3,7509.29,8315.59
VLG1868,VY1868,2021-07-03,A320,BCN,STR,41.2971,2.07846,48.689899,9.22196,ES,DE,1.41,1084.74,994.691813296909,0.9169863868732683,806.3,10646.08,11452.38
VLG73SL,,,A320,BCN,LIS,41.2971,2.07846,38.7813,-9.13592,ES,PT,1.62,1018.57,994.0360676965066,0.9759133566632696,806.3,10060.84,10867.14
VLG50PA,VY3280,2021-07-03,A20N,BIO,ACE,43.301102,-2.91061,28.945499,-13.6052,ES,ES,2.65,1899.46,1859.4320662390228,0.9789266771814215,685.35,15174.09,15859.44
VLG9WN,,,A319,FLR,CTA,43.808558,11.202822,37.466801,15.0664,IT,IT,1.22,840.45,776.7391101558856,0.9241943127561253,725.0,7663.61,8388.61
VLG996K,,,A320,BCN,PRG,41.2971,2.07846,50.100874,14.259911,ES,CZ,1.94,1483.67,1358.0777385116194,0.9153502723055796,806.3,14174.41,14980.71
VLG3R,,,A320,LPA,BCN,27.9319,-15.3866,41.2971,2.07846,ES,ES,2.78,2276.42,2174.573030508505,0.955260026931983,806.3,21185.89,21992.19
VLG74NE,,,A320,BIO,MAH,43.301102,-2.91061,39.862598,4.21865,ES,ES,1.04,737.62,705.1854857633607,0.9560281523865415,806.3,7575.98,8382.28
